"phone.number","contract.start.date","plan.id","contract.end.date","nrs","dob"
"022 014 0103",2014-10-03,3,,"C2",1996-01-20
"067 284 1473",2013-04-01,1,,"E",1970-12-27
"097 582 8552",2017-12-18,2,,"C1",1999-10-20
"01 963 0752",2014-05-26,2,,"C1",1988-03-31
"026 401 0308",2018-11-01,1,,"A",1975-01-31
"022 739 8708",2018-08-08,2,,"C2",1979-04-11
"01 418 7063",2018-01-22,1,,"C2",1970-04-16
"01 519 8016",2017-05-03,2,,"C1",1957-01-03
"025 012 2502",2017-08-11,3,,"C2",1997-05-23
"01 987 8731",2017-02-05,2,,"C2",1978-08-12
"090 994 1970",2015-10-28,3,,"D",1966-04-23
"01 030 6965",2014-09-15,2,,"D",1951-11-09
"01 232 6385",2013-06-27,2,,"C1",1965-04-26
"067 119 0875",2015-11-25,1,2018-07-01,"C2",1964-02-05
"01 280 6350",2016-08-01,3,,"C1",1954-07-12
"024 006 5178",2013-08-12,2,,"A",1997-10-08
"01 073 9432",2014-07-21,3,2018-07-01,"C1",1966-04-24
"066 280 2576",2016-03-16,1,,"C2",1983-12-02
"01 035 4647",2016-02-29,2,,"D",1952-11-03
"01 127 3681",2017-11-09,3,,"C1",1986-08-20
"049 772 3722",2018-09-26,1,,"E",1956-12-26
"0402 935 2142",2012-12-12,3,,"E",1992-11-30
"01 114 8192",2017-11-14,2,,"D",1971-02-24
"058 638 2544",2015-08-30,1,,"B",1955-08-21
"065 054 6530",2012-01-01,3,,"C1",1968-06-24
"01 949 5931",2012-11-23,2,,"D",1991-10-13
"01 884 7496",2017-12-17,3,,"C1",1970-03-13
"01 945 5158",2013-10-10,2,,"C2",1991-12-01
"01 599 9756",2016-05-26,3,,"C1",1980-02-04
"01 887 9577",2015-04-18,1,,"D",1973-12-12
"01 115 4228",2014-07-21,3,,"E",1954-03-04
"01 713 3662",2018-04-07,1,,"C2",1951-11-24
"01 935 1770",2015-03-03,3,2018-07-01,"C1",1964-08-17
"01 247 8275",2014-09-09,1,,"E",1956-08-31
"063 710 1803",2013-12-25,3,,"B",1987-12-28
"021 858 2869",2017-10-16,3,,"E",1992-11-17
"01 315 0365",2018-01-10,3,,"B",1976-12-10
"01 045 3315",2016-10-10,1,,"B",1995-05-17
"045 284 1578",2012-07-01,1,,"B",1995-01-29
"068 055 1142",2013-03-21,3,,"C1",1970-08-10
"0404 572 6571",2015-05-26,1,,"E",1983-11-17
"0402 545 1063",2012-01-04,1,,"D",1978-07-17
"051 259 5469",2016-01-05,2,,"C1",1987-10-28
"01 951 8913",2015-05-11,1,,"D",1976-11-19
"01 806 6542",2012-04-07,2,2018-07-01,"E",1993-03-22
"023 138 6266",2017-03-15,1,,"C1",1963-03-30
"01 939 9169",2013-06-23,2,2018-07-01,"C2",1954-01-15
"021 324 2642",2017-01-09,2,,"B",1991-02-21
"063 529 9535",2015-07-30,2,,"C2",1955-11-18
"095 184 9808",2013-12-18,2,,"E",1974-02-08
"058 031 3392",2018-02-16,2,,"C1",1987-01-17
"01 080 8221",2013-07-01,2,,"C1",1997-01-11
"0402 688 1656",2014-09-12,1,,"D",1960-09-27
"074 378 8904",2016-09-08,3,,"D",1978-04-16
"01 071 1470",2018-05-27,2,2018-07-01,"C2",1977-03-02
"043 630 8911",2014-11-30,2,,"C2",1974-07-03
"041 884 9532",2015-01-08,3,,"B",1996-12-21
"053 449 7923",2016-01-27,2,2018-07-01,"D",1973-09-24
"027 497 5625",2015-02-25,3,,"C2",1978-05-13
"063 925 1378",2018-05-18,1,,"C1",1980-01-17
"01 090 1895",2014-10-01,1,,"E",1987-07-20
"01 287 9127",2018-09-25,3,,"D",1972-12-17
"01 090 3225",2016-07-21,1,,"C1",1966-01-20
"065 226 0164",2012-03-18,1,,"D",1982-03-03
"047 760 1882",2012-04-25,1,,"C2",1952-11-28
"01 061 6246",2015-02-26,3,,"B",1981-02-13
"074 987 2852",2015-12-16,2,,"B",1998-02-23
"01 656 8275",2014-07-13,1,,"B",1981-01-22
"099 177 9048",2013-02-01,2,,"D",1954-04-08
"01 430 2457",2012-09-18,1,,"C2",1993-02-24
"01 839 5930",2016-12-15,2,,"D",1975-10-02
"01 730 3839",2018-10-06,1,,"B",1951-07-24
"091 609 3745",2017-01-09,3,,"C1",1966-09-27
"01 432 5008",2016-01-19,1,,"C2",1962-10-06
"01 539 3128",2018-08-08,1,,"E",1953-08-19
"01 450 8838",2012-03-21,1,,"B",1989-05-23
"01 925 1731",2015-09-12,1,,"E",1976-03-19
"097 616 0788",2012-11-29,2,,"B",1999-11-16
"01 541 4686",2014-05-05,1,,"C1",1985-12-02
"01 691 8916",2017-05-16,1,,"C1",1953-03-22
"01 601 5918",2012-05-10,3,,"A",1970-01-10
"048 575 5811",2013-06-28,1,,"E",1950-09-17
"090 928 8953",2012-04-13,2,,"B",1959-01-11
"01 719 1334",2016-10-02,2,,"D",1971-02-25
"074 194 1786",2016-01-02,2,,"C1",1973-07-07
"01 170 0296",2018-04-01,3,,"C2",1984-02-07
"01 739 8712",2017-01-20,2,,"C2",1975-12-06
"01 147 1943",2014-07-25,3,,"A",1965-08-06
"022 888 4624",2014-01-25,2,,"C1",1999-11-19
"051 958 8559",2012-06-18,3,,"C1",1999-07-31
"01 929 2235",2015-11-14,3,2018-07-01,"C2",1998-06-12
"01 908 7032",2016-11-18,2,,"B",1978-09-02
"01 814 6749",2017-03-28,2,2018-07-01,"D",1969-04-04
"01 404 0423",2016-03-12,3,,"D",1984-07-08
"024 762 5143",2016-07-19,2,,"D",1980-03-09
"0504 412 3777",2016-02-25,3,,"C1",1980-12-17
"01 814 4727",2013-08-22,2,,"C1",1954-01-12
"027 798 0393",2016-03-25,2,,"B",1991-07-29
"01 540 1707",2016-06-16,1,,"C1",1975-05-12
"01 241 8989",2016-07-17,3,,"C2",1955-09-08
"01 195 7040",2013-09-02,3,,"E",1981-05-12
"098 763 2098",2012-06-19,1,,"E",1983-08-27
"01 765 5751",2017-05-26,2,,"C2",1977-01-11
"021 969 4378",2015-10-16,2,,"C1",1993-10-07
"01 128 2539",2016-04-21,1,,"D",1997-06-03
"01 566 9128",2017-04-29,2,2018-07-01,"A",1991-04-11
"057 136 0413",2012-02-01,1,,"C1",1960-12-15
"01 083 2173",2013-08-30,1,,"A",1986-02-14
"01 838 6081",2015-10-10,2,,"B",1997-09-24
"01 760 9329",2018-01-17,1,,"D",1952-01-02
"074 225 1988",2014-09-28,1,,"C2",1998-02-13
"01 790 8856",2014-05-16,2,,"A",1962-05-24
"056 857 8729",2015-03-12,3,,"C1",1954-02-23
"01 050 6899",2015-06-21,1,2018-07-01,"B",1966-03-24
"01 041 5590",2015-06-17,3,,"C2",1955-05-09
"01 421 9865",2015-02-15,2,,"D",1965-07-31
"0404 977 6866",2013-10-10,1,,"C1",1969-04-09
"0404 784 6823",2013-08-05,2,,"B",1984-04-20
"01 300 7364",2013-07-14,1,2018-07-01,"E",1952-07-11
"01 750 9261",2016-02-24,3,,"B",1974-05-23
"045 100 0851",2012-09-14,2,,"C1",1950-07-22
"01 688 3285",2017-07-16,2,,"B",1961-05-30
"01 055 9839",2016-11-30,2,,"E",1956-01-22
"01 392 0963",2017-10-06,3,,"B",1960-02-16
"01 284 3222",2016-08-16,1,2018-07-01,"C2",1993-01-31
"01 662 9637",2016-01-13,1,,"A",1978-05-19
"01 767 6744",2018-02-26,2,,"E",1951-10-24
"01 834 4031",2017-12-28,1,,"C2",1967-04-06
"01 262 9685",2014-02-07,3,,"C2",1954-04-14
"01 204 3529",2017-02-08,3,,"D",1983-06-03
"061 804 7011",2012-08-21,1,2018-07-01,"E",1976-12-16
"065 980 9300",2017-10-30,1,,"D",1953-02-02
"01 563 7935",2018-07-03,1,,"C2",1953-02-07
"01 668 1424",2012-03-14,1,,"A",1972-03-28
"0404 974 0917",2013-09-13,3,,"B",1967-10-10
"01 137 0470",2012-06-09,3,,"C1",1987-12-01
"01 206 4347",2014-02-08,2,,"C2",1966-10-11
"071 810 4193",2015-08-04,3,,"C2",1981-04-29
"024 314 7668",2018-01-05,3,,"A",1967-10-20
"065 858 4484",2014-05-22,2,2018-07-01,"C2",1995-03-19
"047 701 7774",2016-02-11,3,,"D",1950-03-20
"0504 519 5395",2014-07-15,1,,"C1",1972-09-05
"01 534 8913",2015-06-05,2,,"E",1998-11-19
"01 306 3176",2015-03-02,1,,"C2",1952-08-16
"024 777 5602",2012-08-06,2,,"E",1951-07-12
"0402 261 1504",2012-03-10,1,,"B",1974-04-05
"091 728 8293",2012-11-16,3,,"C1",1999-01-17
"01 616 7837",2015-03-01,2,,"B",1969-07-20
"01 610 5589",2016-02-07,2,,"C1",1990-08-30
"0402 396 3281",2017-09-26,1,,"C1",1993-12-22
"01 240 6993",2015-10-02,2,,"C2",1957-09-20
"098 164 4219",2018-04-28,2,2018-07-01,"C2",1986-12-14
"01 268 0509",2014-09-03,2,,"B",1954-09-04
"024 944 4396",2013-04-23,2,,"C1",1966-10-06
"01 785 0921",2017-10-04,1,2018-07-01,"C1",1996-06-20
"097 849 3562",2015-02-23,3,,"B",1953-05-13
"01 022 7175",2018-02-02,2,,"E",1973-01-14
"097 762 7294",2016-08-09,1,,"E",1968-07-09
"01 883 8218",2014-02-03,1,,"E",1999-08-14
"021 284 3838",2013-05-03,2,,"C1",1981-06-05
"051 267 1291",2013-12-07,3,,"B",1951-04-25
"01 781 9410",2012-05-01,2,,"C1",1979-11-22
"024 249 8043",2012-09-03,2,,"D",1976-12-02
"01 358 1613",2016-12-26,2,,"C1",1992-11-11
"01 536 7177",2014-04-03,1,,"C2",1998-02-17
"045 419 5987",2015-04-28,2,,"C2",1971-11-04
"022 789 4444",2018-08-20,1,,"C1",1996-05-13
"01 544 4652",2016-06-20,1,2018-07-01,"C1",1965-04-16
"051 966 1057",2016-03-16,3,,"C2",1989-08-27
"074 003 8856",2014-10-12,2,,"D",1978-05-29
"01 256 3140",2017-11-19,2,,"C1",1954-03-03
"022 451 7124",2016-03-24,1,2018-07-01,"C2",1978-01-18
"01 403 7034",2012-04-30,2,,"B",1960-04-01
"099 426 1049",2018-06-23,2,,"C2",1980-03-28
"01 365 2548",2016-12-14,2,,"B",1986-06-09
"01 931 2281",2017-02-13,3,,"B",1970-04-30
"061 575 3862",2015-01-29,3,,"B",1981-08-06
"01 815 6241",2014-05-07,1,,"D",1956-08-14
"01 954 6388",2012-03-17,3,2018-07-01,"B",1981-02-12
"01 077 2933",2018-05-03,1,,"C2",1997-09-26
"022 616 3496",2013-06-21,2,,"C2",1960-10-04
"01 451 5012",2016-02-20,1,2018-07-01,"C2",1987-04-09
"045 458 3104",2016-03-15,1,,"C1",1953-10-04
"01 536 1824",2016-02-05,1,,"C1",1982-07-12
"045 135 3094",2017-11-20,1,2018-07-01,"D",1957-11-18
"01 023 5093",2013-02-22,2,,"B",1996-04-26
"0404 111 0754",2016-04-04,1,,"B",1959-03-13
"01 677 3649",2014-11-10,2,,"C2",1999-06-15
"0404 390 3210",2016-10-24,1,,"D",1997-03-20
"0402 754 7156",2015-07-07,1,,"C2",1978-08-01
"01 827 6152",2016-12-02,1,,"C2",1977-05-09
"058 795 3977",2018-07-25,1,,"C2",1973-12-15
"01 570 9880",2012-03-05,2,,"B",1998-10-22
"027 147 5439",2016-07-15,3,,"E",1986-06-11
"01 877 8261",2017-10-12,2,,"C2",1990-01-09
"046 461 1124",2013-11-13,1,,"D",1973-10-23
"01 082 8185",2017-06-03,3,,"C1",1997-11-22
"049 722 6703",2015-10-03,3,,"B",1987-03-29
"094 728 9819",2012-07-03,1,,"C2",1953-05-21
"022 794 7645",2013-08-20,2,2018-07-01,"C1",1993-02-06
"045 551 7980",2018-04-18,3,,"D",1958-10-30
"01 413 5599",2012-04-17,3,,"C2",1984-08-05
"01 376 5166",2012-01-22,1,,"B",1970-07-13
"01 489 5865",2014-10-11,1,,"D",1983-11-26
"096 687 7935",2018-08-13,1,2018-07-01,"D",1968-06-08
"01 349 2618",2012-07-01,2,,"D",1964-12-08
"01 515 6625",2015-05-17,3,,"A",1978-07-20
"056 614 0102",2013-12-17,3,2018-07-01,"C1",1992-12-18
"090 512 4028",2015-11-21,1,,"C1",1968-03-13
"01 417 0383",2017-12-10,2,,"D",1969-11-25
"01 347 2821",2016-01-09,1,,"B",1986-10-18
"058 895 4414",2018-08-10,2,,"B",1994-09-01
"01 253 8149",2014-04-18,2,,"B",1973-01-26
"01 296 0429",2013-10-16,1,,"E",1966-05-10
"052 763 2313",2017-07-21,2,,"C2",1958-07-26
"01 253 2033",2017-11-12,1,,"C1",1958-10-28
"052 457 2235",2014-05-21,3,2018-07-01,"B",1999-08-06
"056 378 7733",2015-01-17,2,,"D",1964-08-28
"090 786 4755",2017-02-05,2,,"C1",1995-04-09
"043 540 0268",2018-05-27,2,,"C1",1979-04-10
"01 289 2057",2017-10-26,2,,"A",1977-07-01
"061 580 6068",2017-09-06,2,,"E",1960-12-28
"01 416 3050",2013-07-24,3,,"D",1982-03-07
"01 243 3260",2016-03-06,1,,"B",1990-12-29
"042 434 9648",2013-04-13,1,,"C1",1951-06-12
"01 462 0195",2017-06-09,3,,"C2",1985-06-27
"01 706 4775",2014-05-28,2,,"C1",1989-03-08
"01 798 7333",2015-07-30,1,,"C1",1989-09-11
"097 278 5641",2017-09-27,3,,"C2",1970-11-13
"026 732 0992",2016-04-07,2,,"C2",1985-01-25
"01 441 3603",2016-07-27,1,,"C1",1983-10-28
"01 045 6028",2015-04-25,2,,"B",1972-10-07
"01 360 0865",2013-05-24,2,,"B",1991-04-09
"01 749 1604",2016-02-27,1,,"E",1998-07-27
"059 331 9304",2018-01-17,3,,"B",1970-07-24
"065 238 9024",2014-04-08,3,2018-07-01,"E",1993-06-05
"024 173 3238",2015-11-12,1,,"B",1956-04-23
"093 856 2689",2013-04-30,3,,"C2",1952-02-24
"01 215 3331",2017-07-16,1,2018-07-01,"C1",1984-12-05
"024 241 8048",2014-06-29,2,,"C1",1995-09-05
"01 943 4213",2017-09-22,2,,"A",1973-10-07
"01 709 6378",2014-08-19,2,,"D",1975-05-06
"01 707 7119",2015-06-01,2,,"C2",1961-02-11
"029 361 9419",2016-12-06,1,,"D",1986-04-21
"041 222 4865",2014-06-18,1,,"C1",1971-11-17
"01 892 8378",2014-04-02,1,,"B",1995-11-23
"01 430 3332",2017-07-11,2,,"C1",1980-04-23
"01 716 7929",2012-01-16,1,,"C2",1982-06-09
"074 738 6510",2016-09-09,1,,"C1",1956-12-31
"01 087 9848",2013-05-08,2,,"C2",1992-11-21
"01 264 6530",2017-06-16,1,,"C1",1984-05-11
"01 369 3056",2018-07-23,2,,"C1",1996-11-30
"046 603 2384",2018-04-26,1,,"B",1997-05-15
"097 510 9081",2012-04-15,3,,"C1",1986-05-14
"065 385 7215",2012-08-16,2,,"C1",1973-04-17
"01 499 5195",2014-11-26,3,2018-07-01,"E",1970-09-30
"01 114 0102",2012-10-31,1,,"E",1993-04-03
"093 377 5919",2018-07-06,2,,"C1",1991-06-14
"066 434 0014",2016-04-16,3,2018-07-01,"D",1972-12-01
"071 869 4742",2015-08-31,3,,"C2",1978-05-17
"01 142 1535",2014-10-19,3,,"C1",1979-08-04
"024 139 3868",2012-02-10,1,,"B",1974-12-27
"01 351 3115",2012-12-26,2,,"C2",1968-02-24
"053 875 2494",2017-06-30,3,,"E",1990-11-20
"01 120 0453",2016-08-20,1,,"A",1978-04-02
"063 533 2483",2014-04-02,2,,"C1",1987-09-08
"01 142 8311",2014-02-04,1,2018-07-01,"B",1978-08-25
"044 511 7502",2014-12-05,2,,"B",1977-04-05
"01 226 7911",2014-12-15,3,,"D",1969-12-03
"051 546 0725",2016-10-07,1,,"C1",1975-05-24
"059 149 6857",2012-05-11,2,,"C1",1991-02-19
"01 667 4680",2013-04-26,3,,"B",1992-08-05
"01 280 8203",2013-08-29,1,,"C2",1981-01-03
"071 567 3489",2015-07-19,1,,"C2",1953-11-26
"047 129 6199",2012-01-09,2,2018-07-01,"B",1955-04-04
"061 898 0579",2017-09-04,3,,"B",1950-01-23
"065 279 8762",2017-01-29,2,,"E",1993-09-21
"01 447 2375",2012-09-09,1,,"B",1955-06-24
"0505 950 7430",2016-05-30,2,,"D",1999-09-24
"01 827 2630",2018-01-09,3,,"C1",1991-02-25
"01 121 9934",2018-09-21,2,,"B",1982-10-18
"01 562 0387",2014-03-30,3,,"D",1971-08-19
"059 288 4062",2012-07-03,3,,"C2",1954-09-08
"01 746 9003",2014-11-07,2,,"B",1992-02-25
"01 047 0992",2014-12-04,3,2018-07-01,"C2",1983-05-27
"0504 477 1827",2018-04-14,1,,"C2",1975-01-09
"024 969 7148",2012-11-28,3,2018-07-01,"C1",1974-10-09
"062 907 1798",2017-02-02,2,,"C2",1977-10-03
"01 242 1884",2014-04-24,2,,"E",1968-08-17
"052 032 9632",2013-06-02,1,,"C1",1999-04-26
"01 762 8783",2013-04-06,1,,"D",1969-07-18
"01 513 1392",2017-04-25,3,,"C1",1998-03-02
"047 527 1867",2016-04-21,1,,"E",1972-04-11
"067 383 5147",2015-01-07,3,,"C1",1952-08-02
"01 162 3071",2016-07-29,2,,"C1",1973-11-01
"049 921 0223",2015-11-01,1,,"E",1966-02-16
"01 769 7411",2015-03-19,2,,"C1",1995-03-01
"044 023 7580",2015-03-14,2,,"B",1998-07-15
"01 320 6176",2017-08-10,3,,"B",1988-01-23
"01 008 0738",2014-06-16,3,,"C2",1977-01-22
"01 353 8896",2016-03-21,3,,"C1",1952-12-02
"023 698 3127",2014-10-06,3,,"E",1979-12-16
"051 553 0669",2014-09-28,2,,"B",1963-11-16
"01 819 2406",2015-03-09,2,,"A",1989-02-15
"01 306 6661",2018-07-21,2,,"C2",1982-06-22
"01 068 5579",2013-03-09,2,,"E",1985-01-08
"01 739 5730",2014-07-28,3,,"C1",1996-10-16
"052 250 1359",2015-07-07,2,,"B",1975-06-03
"01 873 8084",2016-04-12,2,,"D",1969-05-04
"064 211 2604",2014-03-18,2,,"C2",1989-01-24
"01 421 1660",2017-08-14,2,,"C1",1993-10-05
"01 904 0008",2014-12-30,1,,"C1",1969-08-10
"01 608 2964",2016-08-23,3,,"E",1974-02-24
"01 424 9040",2013-02-06,2,,"D",1953-09-13
"01 794 5426",2014-01-14,3,,"B",1963-12-03
"041 848 7113",2015-06-22,1,,"C1",1962-09-25
"01 857 2211",2016-09-25,1,,"B",1969-09-29
"01 199 0945",2018-10-07,3,,"D",1958-11-12
"093 575 9668",2014-05-28,1,,"A",1953-05-28
"091 323 8812",2014-07-17,1,,"D",1989-12-16
"01 885 9824",2013-05-27,3,,"D",1983-03-26
"01 768 9857",2013-03-02,1,,"C1",1977-09-29
"043 254 9108",2018-02-10,2,,"B",1983-05-06
"061 211 1515",2012-04-21,2,,"C1",1967-02-27
"01 410 3042",2018-05-24,3,,"B",1969-05-26
"051 841 4363",2015-02-26,3,,"C1",1972-12-15
"098 575 0089",2015-03-08,1,,"C2",1951-09-29
"01 182 8218",2017-08-28,1,,"C2",1999-06-03
"027 831 4388",2016-10-06,2,,"B",1965-06-03
"01 043 2957",2016-08-04,3,,"B",1965-03-05
"01 206 7408",2017-10-05,1,,"D",1964-07-03
"095 117 5074",2014-03-03,2,,"B",1964-01-06
"057 417 3916",2013-04-14,3,,"D",1973-04-25
"01 659 6203",2012-06-23,3,,"D",1969-07-22
"095 870 3821",2016-11-03,3,,"B",1958-07-11
"01 812 4569",2016-01-09,2,,"D",1957-01-09
"01 417 0473",2016-05-31,1,,"B",1961-11-27
"01 509 8956",2016-04-05,1,,"C1",1965-06-14
"01 706 1006",2016-11-24,1,,"C1",1996-07-10
"057 953 1054",2016-01-20,3,,"B",1972-06-16
"01 579 0343",2013-06-20,1,,"C1",1954-11-19
"01 772 5078",2013-06-23,2,,"C1",1953-06-23
"01 974 8251",2013-06-15,2,,"C1",1968-06-10
"097 043 7216",2016-06-22,2,,"B",1990-07-07
"053 982 6029",2016-05-24,2,,"B",1957-12-14
"01 939 4500",2014-02-28,1,,"D",1978-05-20
"024 985 4146",2013-12-05,2,,"E",1997-02-26
"01 639 3620",2014-05-12,2,,"C1",1979-04-22
"062 181 2252",2016-07-17,2,,"B",1967-06-28
"0404 178 5223",2012-04-12,3,,"B",1988-08-06
"047 668 1162",2014-08-05,2,2018-07-01,"C2",1961-12-08
"0504 164 4926",2012-02-27,1,,"C1",1961-02-05
"066 914 5064",2012-09-09,2,,"E",1992-11-15
"01 068 9055",2014-05-12,1,,"C2",1953-05-06
"01 043 8529",2013-05-28,2,,"C2",1986-01-13
"01 587 6988",2013-11-04,3,,"D",1993-01-09
"01 431 2649",2012-07-01,1,,"C1",1987-05-29
"097 580 9652",2013-02-23,2,,"C1",1959-08-18
"01 775 1216",2015-11-28,2,,"E",1952-05-07
"095 625 1507",2015-09-21,1,,"C1",1990-01-16
"023 444 9356",2015-12-01,3,,"B",1959-07-09
"053 553 3713",2013-02-18,1,,"D",1960-08-26
"028 031 6648",2015-01-19,2,,"C1",1956-03-01
"01 581 8931",2015-06-15,1,,"C1",1998-01-05
"01 653 2877",2013-12-31,1,,"A",1950-07-28
"01 981 3756",2017-12-04,1,,"C1",1997-03-01
"095 121 9709",2013-01-04,1,,"B",1980-07-19
"01 328 8782",2012-08-03,1,,"B",1994-05-16
"01 742 2739",2012-09-15,2,,"B",1971-06-17
"01 305 5168",2017-05-24,2,,"C1",1972-12-22
"068 406 0441",2017-02-17,2,,"D",1954-02-13
"069 596 9084",2016-02-24,2,,"B",1989-12-31
"097 278 4071",2016-05-28,1,,"C2",1972-04-16
"099 706 2739",2013-08-14,2,,"B",1987-02-27
"042 150 2771",2017-01-27,1,,"C1",1960-07-11
"045 367 7386",2015-10-07,2,,"B",1954-06-11
"01 660 4885",2016-01-01,2,,"C1",1981-03-25
"01 024 4303",2013-11-04,2,,"C1",1970-05-08
"091 284 9715",2018-06-16,2,,"B",1963-12-28
"062 483 8232",2014-11-26,3,,"C1",1997-04-30
"068 066 4619",2017-06-11,3,,"C2",1966-08-23
"028 069 6828",2012-12-17,1,,"C1",1950-10-24
"048 855 1550",2014-12-09,2,,"D",1974-04-17
"094 734 2483",2014-12-23,3,,"C1",1997-09-30
"090 708 7265",2012-01-23,1,,"B",1995-08-23
"01 548 1604",2014-01-13,2,,"C2",1951-10-07
"052 469 9032",2017-10-19,1,,"B",1984-10-17
"095 040 8130",2012-12-26,2,,"B",1996-02-09
"090 151 0625",2017-11-26,3,,"C1",1971-09-26
"01 534 5279",2014-11-12,1,,"C2",1995-05-26
"01 221 4734",2012-02-26,2,,"C1",1965-06-06
"027 865 8788",2017-11-15,3,,"A",1954-02-22
"01 500 4620",2012-06-28,2,,"B",1996-10-10
"071 113 0749",2015-12-09,2,,"B",1990-01-06
"094 726 2879",2018-10-13,3,,"C2",1962-09-02
"01 161 6458",2017-12-27,2,,"E",1995-08-02
"059 459 2617",2014-11-05,1,,"D",1957-02-24
"058 350 7271",2014-07-18,3,,"B",1977-09-01
"041 553 6789",2018-02-10,1,,"C1",1951-09-07
"01 778 5031",2015-05-01,2,,"C1",1976-10-24
"01 490 7140",2016-01-05,1,,"B",1951-03-21
"01 448 7422",2012-01-04,1,,"B",1961-11-24
"095 025 5932",2012-03-28,3,,"C1",1982-12-10
"01 641 6406",2014-04-21,1,,"C2",1954-10-27
"043 896 2347",2017-06-26,2,2018-07-01,"D",1972-06-21
"01 814 9646",2012-10-15,2,,"D",1977-12-31
"046 160 9937",2016-06-02,3,,"D",1978-01-09
"01 557 0057",2016-12-22,2,2018-07-01,"E",1991-10-07
"059 836 4692",2018-03-08,2,,"C1",1961-07-01
"01 761 9905",2017-09-11,1,,"B",1954-10-23
"025 678 4626",2013-06-30,2,,"B",1952-10-23
"0404 950 6810",2014-09-27,1,,"C1",1971-08-08
"062 487 1708",2017-10-17,1,,"C1",1989-03-22
"074 297 6550",2015-09-05,1,,"C1",1997-07-20
"01 985 7209",2012-06-04,1,,"A",1981-12-17
"069 177 2411",2018-04-12,1,,"E",1987-02-25
"01 210 0156",2015-08-17,3,,"C1",1984-07-01
"049 003 3768",2013-10-21,2,,"C1",1962-01-21
"058 182 0913",2017-08-26,1,,"B",1985-10-10
"043 417 7074",2017-10-25,3,2018-07-01,"C1",1967-06-06
"044 040 1069",2015-06-17,2,2018-07-01,"C1",1993-12-13
"098 340 6250",2014-01-30,1,,"D",1974-05-07
"01 395 4122",2018-08-01,3,,"B",1982-05-12
"01 950 3762",2017-05-01,2,,"C1",1999-02-20
"01 423 5528",2013-10-15,3,,"E",1994-07-17
"01 479 8745",2012-09-20,2,2018-07-01,"C1",1976-09-13
"063 898 7233",2013-09-10,2,,"C1",1998-09-28
"0504 590 1307",2014-11-08,1,,"C1",1987-01-14
"024 404 1684",2012-12-27,1,,"B",1951-01-29
"01 119 0851",2014-08-04,1,,"C2",1960-07-30
"01 878 6765",2012-10-03,3,,"C1",1957-07-29
"028 261 1175",2015-03-04,3,,"E",1990-06-04
"01 131 7850",2017-03-11,2,,"C1",1999-02-12
"074 690 1526",2018-01-01,1,,"C1",1957-08-07
"045 527 2596",2012-01-15,3,,"C2",1989-04-24
"01 826 9181",2017-09-22,3,,"C1",1991-08-10
"01 689 2694",2017-05-24,2,,"E",1962-12-16
"023 517 0762",2017-07-25,2,,"D",1967-07-27
"01 232 8019",2014-08-03,1,,"C1",1964-05-11
"024 481 7344",2018-01-09,2,,"C1",1963-04-19
"045 197 0351",2012-04-29,2,,"C1",1990-09-20
"01 002 7937",2016-05-15,3,,"A",1952-05-29
"01 013 4676",2014-09-25,3,,"C2",1951-07-10
"022 195 9736",2013-07-14,2,,"C1",1954-05-09
"01 880 9508",2015-12-07,2,,"C1",1991-12-09
"01 323 3925",2015-11-23,1,,"C1",1994-07-03
"01 586 9977",2013-07-25,3,,"C1",1975-02-17
"01 382 6289",2015-05-12,3,,"E",1992-06-16
"057 202 2461",2018-07-05,2,,"C2",1987-05-15
"0504 893 7792",2018-10-01,1,,"B",1973-09-03
"01 538 2178",2015-03-04,1,,"C2",1951-01-28
"01 833 4304",2012-10-28,3,2018-07-01,"C2",1955-04-24
"01 971 4267",2013-04-27,1,,"E",1953-12-17
"01 449 4083",2018-03-20,3,,"D",1996-02-24
"026 428 1477",2015-09-07,2,,"C2",1955-02-17
"0402 654 8705",2016-03-17,3,,"C2",1954-10-14
"01 294 1557",2013-03-30,1,,"C1",1963-02-27
"01 431 8330",2018-04-08,2,,"E",1967-09-09
"024 817 8843",2018-05-20,1,,"E",1979-06-13
"01 518 4501",2017-12-03,1,,"C1",1998-02-10
"01 424 5695",2018-04-12,2,,"A",1969-04-27
"01 832 4354",2017-10-05,1,,"B",1992-10-07
"01 276 5227",2013-10-02,1,,"B",1982-02-20
"023 279 0145",2017-08-15,1,,"C1",1953-10-21
"01 649 6880",2017-04-10,2,,"D",1988-04-29
"01 216 8465",2016-11-20,3,,"C2",1969-11-02
"01 421 4053",2014-09-14,3,2018-07-01,"B",1963-04-21
"01 426 4210",2013-01-01,3,,"E",1952-11-29
"097 838 7446",2016-07-27,3,,"E",1979-10-04
"065 595 9824",2018-02-26,3,2018-07-01,"E",1966-06-01
"01 533 4151",2014-05-11,3,2018-07-01,"C1",1975-08-26
"095 151 6041",2014-02-10,1,,"B",1971-01-24
"01 199 0805",2013-05-14,3,,"C1",1972-04-19
"094 435 7551",2017-12-06,2,,"C1",1955-09-20
"01 287 8072",2013-07-05,3,,"D",1972-11-20
"022 605 7110",2012-04-22,2,,"B",1959-08-14
"026 726 7474",2015-04-22,1,,"C2",1970-04-26
"064 057 5641",2014-08-27,2,,"C1",1974-07-17
"01 008 4725",2017-12-23,1,,"A",1987-12-09
"028 023 7464",2012-01-09,3,,"C1",1953-01-23
